id,author,title
pik94-w0090,"Isabella Kelly (née Fordyce)","WRITTEN IN VERY DEEP AFFLICTION."
o5157-w0310,"Thomas Lisle","Part of a LETTER to my Sisters at CRUX-EASTON, wrote from CAIRO in EGYPT, AUGUST 1734."
o5153-w0380,"Robert Craggs Nugent, Earl Nugent","An ODE to WILLIAM PULTNEY, Esq;"
o3900-w0740,"Rev. John Wesley","Desiring to praise worthily. From the German."
o5157-w0740,"James Merrick","The SONG of SIMEON paraphrased."
o4106-w0120,"Thomas Parnell","The FLIES.  An ECLOGUE."
glb19-w0700,"William Lisle Bowles","ST MICHAEL'S MOUNT. INSCRIBED TO THE RIGHT HONOURABLE LORD SOMERS."
bjl92-w0510,"Janet Little (later Richmond)","FROM DELIA TO ALONZO."
glb19-w0350,"William Lisle Bowles","WOODSPRING ABBEY, 1836."
bjl92-w0140,"Janet Little (later Richmond)","WILLIAM AND MARY."
pro75-w0070,"Mary Robinson (née Darby)","A CHARACTER."
pmp18-w0600,"Matthew Prior","THE CHAMELEON."
o5155-w0320,"Lady Mary Wortley Montagu (née Pierrepont)","In Answer to a LADY who advised RETIREMENT."
pmp18-w0250,"Matthew Prior","LOVE Disarm'd."
cbu86-w0220,"Robert Burns","TO RUIN."
o5155-w0770,"Henrietta St. John Knight, Lady Luxborough","SONG. Written in Winter 1745."
pcc86-w0120,"‘Christian Carstairs’","On the arrival of the Ship from Messina in the Island of Sicily, with the Corple of the late Earl of Morton."
o5156-w0180,"William Shenstone","Written at an INN on a particular Occasion."
o4220-w0010,"Richard Brinsley Sheridan","[Verses to the memory of Garrick: Spoken as a monody, at the Theatre Royal in Drury-Lane]"
o5454-w0280,"Isaac Watts","SONG XXVIII. For the LORD'S-DAY EVENING."
o5152-w0110,"Lady Mary Wortley Montagu (née Pierrepont)","SIX TOWN ECLOGUES."
prc90-w0150,"Rebekah Carmichael (later Hay)","A SONG"
oar96-w0280,"Elizabeth Rowe (née Singer)","Paraphrase on Revel. chap. 1. from v. 13. to v. 18."
bed98-w0690,"Eliza Day","HYMN FOR SUNDAY."
o4103-w0320,"Christopher Smart","APOLLO and DAPHNE. An EPIGRAM."
pcm93-w0160,"Catherine Rebecca Grey, Lady Manners","On Returning to Lehena, in May, M DCC LXXXVIII."
bah18-w0410,"Anne Hunter (née Home)",SONG.
bah18-w0040,"Anne Hunter (née Home)","ADDRESSED TO MRS. G. OF THE PRIORY, CORNWALL."
o4741-w0180,"Stephen Duck","TRUTH and FALSHOOD. A FABLE."
omp95-w0010,"Matthew Prior","TO THE KING, AN ODE, &c."
o4198-w0050,"Thomas Chatterton","ACROSTIC ON MISS [SALLY CLARKE]. 1768."
o4985-w0180,"Thomas Brerewood",AUTUMN.
bsb18-w0210,"Susanna Blamire","ON THE DANGEROUS ILLNESS OF MY FRIEND MRS L. 13TH MAY, 1788."
o4784-w0860,"Anne Finch (née Kingsmill), countess of Winchilsea","A Nocturnal Reverie."
bsb18-w0640,"Susanna Blamire","AGAIN MAUN ABSENCE CHILL MY SOUL."
o4672-w0330,"Isaac Watts","Forsaken, yet Hoping."
o4986-w0320,"Christopher Anstey","ON THE MUCH LAMENTED DEATH OF THE MARQUIS OF TAVISTOCK."
oau90-w0220,"Thomas D'Urfey","Loves Revenge. A SONG."
o5400-w0010,"Isaac Bickerstaff",LEUCOTHOE.
o4986-w0770,"Joseph Cockfield","ODE TO SOLITUDE."
o3364-w0010,"Christopher Anstey","[THE NEW BATH GUIDE: OR, MEMOIRS of the B — R — D FAMILY.]"
glb19-w0540,"William Lisle Bowles","MONODY, WRITTEN AT MATLOCK."
glb19-w0110,"William Lisle Bowles","THE BELLS, OSTEND."
bjl92-w0300,"Janet Little (later Richmond)","AN EPISTLE TO A LADY.  November, 1789."
pro75-w0230,"Mary Robinson (née Darby)","On the BIRTH-DAY of a LADY."
o5156-w1210,"William Somervile","PARAPHRASE upon a FRENCH SONG."
o4987-w0870,"John Gerrard","PETHERTON-BRIDGE. AN ELEGY. INSCRIBED TO THE REV. MR. BEAN, OF STOKE-SUB-HAMDON, SOMERSET."
pse03-w0350,"Sarah Fyge Egerton","A SONG."
pmt18-w0100,"Mary Tighe (née Blachford)",Sonnet.
o3900-w0150,"Rev. John Gambold","1 TIM. v. 6. She that liveth in Pleasure, is Dead while She liveth."
o5153-w0590,"Richard West","A MONODY On the DEATH of Queen CAROLINE."
o5157-w0150,"George Bubb Dodington, Baron Melcombe","To the Right Hon. Sir ROBERT WALPOLE."
o5295-w0010,"William Congreve","A LETTER FROM Mr. Congreve, &c."
o5157-w0500,"Anthony Alsop","DIALOGUE to CHLORINDA."
bhw18-w0380,"Helen Maria Williams","HYMN, IMITATED FROM THE FRENCH."
n22cs-w0030,"Charlotte Smith (née Turner)","SONNET [03] III. To a Nightingale."
o4984-w0150,"Thomas Hudson","ODE TO CONCORD."
o4984-w0500,"Richard Onely","THE CHARGE OF CYRUS THE GREAT."
n22cs-w0460,"Charlotte Smith (née Turner)","SONNET [46] XLVI. Written at Penshurst, in Autumn, 1788."
pma99-w0310,"Mary Alcock (née Cumberland)",HYMN.
bao18-w0200,"Amelia Opie (née Alderson)","LINES ON THE OPENING OF A SPRING CAMPAIGN."
oat77-w0090,"Nahum Tate","The Pennance."
o3555-w0290,"Anna Laetitia Barbauld  (née Aikin)","HYMN IV."
o3794-w0350,"William Cowper","THE SHRUBBERY, Written in a Time of Affliction."
o5156-w0840,"John Straight",[Epigram]
o4672-w0520,"Isaac Watts","Free Philosophy."
bsb18-w0050,"Susanna Blamire","THE RECALL TO AFFECTION."
bsb18-w0400,"Susanna Blamire","WHEN THE SUNBEAMS OF JOY."
o4672-w0170,"Isaac Watts","A Song of Praise TO GOD. PSALM C. In Trissyllable Feet."
o4986-w0160,"Robert Glynn (later Clobery)","THE DAY OF JUDGMENT: A POETICAL ESSAY."
oau90-w0060,"Thomas D'Urfey","A PARALLEL."
oau90-w0430,"Thomas D'Urfey","A Second Burlesque LETTER written for a Friend, suppos'd to be a CUCKOLD'S GHOST, coming from Hell, and answering a Satyr of STUM CLARET his Brother Vintner; With a Conjugal Reprimand to SALACIA his late Mournful WIDOW."
o4986-w0530,"Rev. Mr. Robertson","TO FLORELLA, PUTTING ON A FLOWERED HAT,"
o5157-w0042,"Mark Akenside","[Inscription]  III."
o4198-w0210,"Thomas Chatterton","COLIN INSTRUCTED. 1770."
pdi12-w0030,"William Diaper","[Nereides:] Eclogue II."
tgaen-wdooo,"Thomas Gray","The Descent of Odin. An Ode (From the Norse-Tongue,) in Bartholinus, de causis contemnendae mortis; Hafniae, 1689, Quarto. Upreis Odinn allda gautr, &c."
tgaen-waleg,"Thomas Gray","The Alliance of Education and Government. A Fragment"
prc90-w0310,"Rebekah Carmichael (later Hay)","ON MR ****** ACTOR"
pba35-w0930,"Mary Barber","To the Rt. Hon. Charlotte Lady Conway, on her resolving to leave Bath."
oar96-w0490,"Elizabeth Rowe (née Singer)","The Reply to Mr. —"
bed98-w0080,"Eliza Day","TO ANNA."
bah18-w0200,"Anne Hunter (née Home)","WINTER, A SONNET."
pmp18-w0440,"Matthew Prior","AN ENGLISH PADLOCK."
o3900-w1080,"Rev. Charles Wesley","HYMN to CHRIST the King."
cbu86-w0430,"Robert Burns","[EPITAPH] FOR G. H. Esq;"
o5155-w0160,"John Hervey, Baron of Ickworth","A LOVE LETTER."
o4029-w0040,"Hannah Cowley (née Parkhouse)","TO MR. PARKHOUSE, Of TIVERTON, DEVON."
pmp18-w0010,"Matthew Prior","On Exodus iii. 14. I am that I am. An ODE. Written in 1688, as an Exercise at St. John's College, Cambridge."
cbu86-w0060,"Robert Burns","THE DEATH AND DYING WORDS OF POOR MAILIE, THE AUTHOR'S ONLY PET YOWE, AN UNCO MOURNFU' TALE."
o5155-w0530,"Nathaniel Cotton","On Lord COBHAM'S Gardens."
o5156-w0790,"Jonathan Shipley","To the Memory of a GENTLEMAN, who died on his Travels to ROME. Written in 1738."
o5152-w0350,"Benjamin Stillingfleet","AN ESSAY ON CONVERSATION."
bed98-w0350,"Eliza Day","TO THE MEMORY OF A LADY, Whom the Author much esteemed when very young."
bed98-w0700,"Eliza Day","ON THE OMNIPRESENCE OF GOD."
oar96-w0310,"Elizabeth Rowe (née Singer)","A PASTORAL."
bah18-w0580,"Anne Hunter (née Home)","THE SONG AT MARIA'S GRAVE. IN TWO PARTS."
o5125-w0460,"Mary Leapor","The SOW and the PEACOCK. A FABLE."
pjo50-w0130,"Mary Jones","Rhymes, to Miss Charlot Clayton."
bse96-w0040,"Anna Seward","HERVA, AT THE TOMB OF ARGANTYR. A RUNIC DIALOGUE."
o5125-w0030,"Mary Leapor","The FRIEND in Disgrace. A DIALOGUE."
o4986-w0930,"John Cunningham","ON MAY. WRITTEN IN APRIL MDCCLXI."
o3900-w1350,"Rev. Charles Wesley","At MEALS."
pmp18-w0790,"Matthew Prior","A Reasonable Affliction."
o5152-w0080,"Thomas Tickell","KENSINGTON GARDEN."
o4784-w0270,"Anne Finch (née Kingsmill), countess of Winchilsea","ADAM Pos'd."
o5156-w0440,"Sneyd Davies","On J. W. ranging PAMPHLETS."
o5454-w0310,"Isaac Watts","Duty to God and our Neighbour."
o4784-w0620,"Anne Finch (née Kingsmill), countess of Winchilsea","Fragment at Tunbridge-Wells."
clc03-w0050,"Lady Mary Chudleigh","To Mr. Dryden, on his excellent Translation of Virgil."
o5156-w0010,"William Shenstone","RURAL ELEGANCE: An ODE to the late Duchess of SOMERSET. Written 1750."
bsb18-w0800,"Susanna Blamire","O DINNA THINK, MY BONNIE LASS."
o4602-w0020,"Joseph Addison","AN ODE TO Dr. HANNES, An Eminent PHYSICIAN and POET."
o4985-w0440,"Joseph Warton","ODE AGAINST DESPAIR."
bsb18-w0380,"Susanna Blamire","THOUGH BACCHUS MAY BOAST."
pcr18-w0080,"George Crabbe","THE HALL OF JUSTICE. IN TWO PARTS."
o4985-w0010,"William Collins","ORIENTAL ECLOGUES."
pmp18-w0840,"Matthew Prior","PHYLLIS's AGE."
o5155-w0930,"William Shenstone","[Song]  I."
o4039-w0120,"Thomas Chatterton",ELEGY.
o5089-w0160,"William Falconer","ODE on the Duke of YORK's second De parture from England, as REAR ADMIRAL."
o4741-w0440,"Stephen Duck","An Imitation of the Sixteenth Ode of the Third Book of HORACE."
ppo24-w0200,"John Pomfret","Dies Novissima: OR, THE LAST EPIPHANY. A Pindarick Ode, on Christ's Second Appearance to Judge the World."
bmb97-w0260,"(Mary) Matilda Betham","TO THE NUNS OF BODNEY."
o5089-w0530,"François Marie Arouet de Voltaire","AN EPISTLE OF M. DE VOLTAIRE UPON HIS ARRIVAL AT HIS ESTATE NEAR THE LAKE OF GENEVA, IN MARCH, MDCCLV."
o4741-w0010,"Stephen Duck","To a Gentleman, who requested a Copy of Verses from the Author."
pba35-w0530,"Mary Barber","Epilogue to a Comedy acted at Bath, where the Dutchess of Ormond was present."
o5280-w0370,"George Monck Berkeley","ODE TO TRAGEDY. TO MRS. SIDDONS."
pba35-w0160,"Mary Barber","To the Right Honourable the Lady Elizabeth Brownlow, upon desiring me to send her some of my Poems."
bjb18-w0720,"Joanna Baillie","SONG, WRITTEN FOR A WELCH AIR, CALLED “THE PURSUIT OF LOVE.”"
bhw18-w0400,"Helen Maria Williams","IMITATION OF LINES ADDRESSED BY M. D—, A YOUNG MAN OF TWENTY-FOUR YEARS OF AGE, THE NIGHT BEFORE HIS EXECUTION, TO A YOUNG LADY TO WHOM HE WAS ENGAGED. — 1794."
pma99-w0490,"Mary Alcock (née Cumberland)","A SONG."
o4984-w0280,"James Merrick","A HYMN."
o3900-w0900,"Rev. Samuel Wesley","PSALM CXIII."
bjb18-w0370,"Joanna Baillie","SECOND DEVOTIONAL SONG."
bhw18-w0050,"Helen Maria Williams","DUNCAN, AN ODE."
o4600-w0010,"Charles Churchill","THE ROSCIAD."
peh89-w0440,"Elizabeth Hands (née Herbert)","CRITICAL FRAGMENTS, ON SOME OF THE ENGLISH POETS."
o4987-w0470,"Joseph Cockfield","ADVICE TO A SHEPHERD."
peh89-w0010,"Elizabeth Hands (née Herbert)","THE DEATH OF AMNON. A POEM."
par19-w0160,"Ann Radcliffe (née Ward)","AIR. [Now, at Moonlight's fairy hour]"
o3776-w0050,"Mark Akenside","ODE V. Hymn to CHEARFULNESS. The Author Sick."
o4987-w0020,"Sir James Marriott","THE ROYAL VOYAGE."
glb19-w0940,"William Lisle Bowles","THE VISIONARY BOY."
oat77-w0340,"Nahum Tate",Disappointed.
ojg27-w0420,"John Gay","FABLE [41] XLI. The Owl and the Farmer."
ojg27-w0070,"John Gay","FABLE [06] VI. The Miser and Plutus."
o3794-w0080,"William Cowper",RETIREMENT.
o3555-w0140,"Anna Laetitia Barbauld  (née Aikin)","SONG II."
bjl92-w0480,"Janet Little (later Richmond)","A POEM ON CONTENTMENT.  INSCRIBED TO JANET NICOL, A POOR OLD WANDERING WOMAN, WHO LIVES BY THE WALL AT LOUDOUN AND USED SOMETIMES TO BE VISITED BY THE COUNTESS."
glb19-w0690,"William Lisle Bowles","[TRANSLATION] OF A LATIN POEM BY THE REV. NEWTON OGLE, DEAN OF MANCHESTER."
o5154-w0470,"Edward Rolle","To a Young Lady with FONTENELLE'S Plurality of Worlds."
pse03-w0080,"Sarah Fyge Egerton","On my leaving London, June the 29."
o4739-w0120,"Hannah Cowley (née Parkhouse)","STANZAS TO DELLA CRUSCA."
o5154-w0020,"James Thomson","HYMN on SOLITUDE."
o5153-w0210,"George Lyttelton, 1st Baron Lyttelton","To the Same."
o5157-w0280,"Thomas Lisle","To VENUS. A RANT, 1732."
o5247-w0120,"Charlotte Lennox (née Ramsay)","A SONG."
pik94-w0100,"Isabella Kelly (née Fordyce)","EXTEMPORE AFTER A DISPUTE AT DUNKERQUE."
o5153-w0640,"Isaac Hawkins Browne","HORACE, Ode 14. Book I. imitated in 1746."
pye85-w0110,"Ann Yearsley (née Cromartie)","To the Same; ON HER ACCUSING THE AUTHOR OF FLATTERY, AND OF Ascribing to the Creature that Praise which is due only to the Creator."
o5152-w0040,"Thomas Tickell","AN IMITATION OF THE PROPHECY OF NEREUS. From HORACE, Book III. Ode XXV."
o5156-w0480,"Jabez Earle","A WINTER THOUGHT."
pcc86-w0070,"‘Christian Carstairs’","Addressed to a BEECH TREE, on observing that some of its Leaves were tinged by the Smoke of a Fire that had been kindled under it."
clc03-w0090,"Lady Mary Chudleigh",SONG.
o5152-w0410,"Philip Dormer Stanhope, 4th Earl of Chesterfield","On a Lady drinking the Bath-Waters."
pmp18-w0300,"Matthew Prior","A SONG."
o5155-w0620,"John Gilbert Cooper","A SONG."
cbu86-w0370,"Robert Burns",ANOTHER.
o3900-w1390,"Rev. Charles Wesley","ISA. li. 9, &c."
pmp18-w0750,"Matthew Prior","Her Right Name."
o5155-w0270,"James Merrick","The MONKIES, a TALE."
bse96-w0080,"Anna Seward","SONNET. WRITTEN ON RISING GROUND, NEAR LICHFIELD."
o4298-w0010,"Daniel Defoe","THE Fifteen Comforts OF A Scotch-Man."
bah18-w0110,"Anne Hunter (née Home)","[BIRTHDAY ODE] TO THE SAME, AGED 26, A CAPTAIN OF INFANTRY IN PORTUGAL, 1798."
bah18-w0540,"Anne Hunter (née Home)",SONG.
prc90-w0450,"Rebekah Carmichael (later Hay)","ON THE AUTHOR'S BIRTH-DAY"
pcm93-w0030,"Catherine Rebecca Grey, Lady Manners","Reflections on the Prevalence of Fashion."
bed98-w0390,"Eliza Day","SONNET TO CELIA."
o4103-w0270,"Christopher Smart","The FORCE of INNOCENCE. To Miss C—. BALLAD VI."
o3549-w0010,"James Thomson","[The Seasons:] SPRING."
bed98-w0810,"Eliza Day","A SUNDAY EVENING's HYMN, IN SICKNESS."
o4198-w0100,"Thomas Chatterton","TO MISS H—L—D. 1768."
o4986-w0620,"John Hawkesworth","WINTER: AN ODE."
pmp18-w0880,"Matthew Prior","EPILOGUE TO PHÆDRA."
o5153-w0792,"Robert Craggs Nugent, Earl Nugent","EPIGRAM III."
o4986-w0270,"Thomas Gray","THE TRIUMPHS OF OWEN: A FRAGMENT."
oau90-w0370,"Thomas D'Urfey","An EPITHALAMIUM on the Marriage of the Lord MORPETH with the Lady ANN CAPELL."
o4985-w0480,"Robert Potter","HOLKHAM.  A POEM."
bsb18-w0710,"Susanna Blamire","O JENNY DEAR."
o4672-w0260,"Isaac Watts","THE HAZARD OF Loving the Creatures."
pcr18-w0040,"George Crabbe","THE PARISH REGISTER. IN THREE PARTS."
o4672-w0630,"Isaac Watts","TO THE Discontented and Unquiet."
bsb18-w0340,"Susanna Blamire","AN EPISTLE TO MISS ISABELLA GRAHAM OF GARTMORE."
o3794-w0040,"William Cowper",EXPOSTULATION.
o3555-w0180,"Anna Laetitia Barbauld  (née Aikin)","SONG VI."
o3794-w0410,"William Cowper",HEROISM.
oat77-w0380,"Nahum Tate","[Martial] Lib. 9. Epigr: VI."
glb19-w0980,"William Lisle Bowles","THE HARP OF HOEL."
pba35-w1070,"Mary Barber","Verses occasion'd by the Sickness of Mrs. Anne Donnellan."
o3675-w0010,"Alexander Pope","AN ESSAY ON CRITICISM."
bao18-w0110,"Amelia Opie (née Alderson)",SONG
o3776-w0090,"Mark Akenside","ODE IX. To SLEEP."
ilc19-w0040,"Elizabeth Craven (née Berkeley)","Verses addressed to H.S.H. the Margravine on the appointment of milk-woman to the Pope."
o4984-w0610,"Richard Shepherd","ODE TO MELANCHOLY."
n22cs-w0320,"Charlotte Smith (née Turner)","SONNET [32] XXXII. To Melancholy. Written on the Banks of the Arun, October, 1785."
o4984-w0240,"Dr Henry Harington","SLANDER: OR, THE WITCH OF WOKEY."
bhw18-w0090,"Helen Maria Williams","ODE TO PEACE."
pma99-w0450,"Mary Alcock (née Cumberland)",DITTO.
o3886-w0010,"Charles Churchill","THE JOURNEY."
o5157-w0610,"John Ellis","The CHEAT's APOLOGY."
o3900-w0610,"Rev. John Wesley","Hoping for GRACE. From the German."
o5157-w0240,"Richard Bentley","A Reply to a Copy of Verses made in Imitation of Ode II. Book III. of HORACE. Angustam amice pauperiem pati, &c."
bjb18-w0830,"Joanna Baillie","A THIRD HYMN FOR THE KIRK."
o3900-w0240,"Rev. Charles Wesley","GRACE before MEAT."
o5153-w0680,"Thomas Seward",CHISWICK.
pse03-w0040,"Sarah Fyge Egerton","Satyr against the Muses."
pmt18-w0210,"Mary Tighe (née Blachford)","Addressed to My Brother. 1805."
pse03-w0410,"Sarah Fyge Egerton","The Advice."
o5156-w1100,"Henry Fielding","PLAIN TRUTH."
glb19-w0200,"William Lisle Bowles",ABSENCE.
pro75-w0120,"Mary Robinson (née Darby)","On the DEATH of a FRIEND."
bjl92-w0010,"Janet Little (later Richmond)","TO THE COUNTESS OF LOUDOUN."
glb19-w0650,"William Lisle Bowles","WARDOUR CASTLE."
bjl92-w0440,"Janet Little (later Richmond)","TO MY AUNTY."
o4106-w0070,"Thomas Parnell","FAIRY TALE IN THE Ancient ENGLISH Style."
o5153-w0550,"William Whitehead","The Je ne scai Quoi.  A SONG."
pik94-w0210,"Isabella Kelly (née Fordyce)","TO THE MEMORY OF AN HONEST MAN, MR. B. D., ADDRESSED TO HIS WIDOW."
o5157-w0190,"Sneyd Davies","To the Reverend T— T—, D. D."
o5247-w0230,"Charlotte Lennox (née Ramsay)","The ART of COQUETTRY."
pmp18-w1100,"Matthew Prior","ALMA: OR, THE PROGRESS OF THE MIND. In Three Cantos."
o5153-w0100,"George Lyttelton, 1st Baron Lyttelton","SONG. Written in the Year 1732."
o5154-w0330,"Soame Jenyns","AN ESSAY on VIRTUE. To the Honourable PHILIP YORKE, Esq;"
o4739-w0230,"Robert Merry","TO ANNA MATILDA."
o5153-w0803,"Robert Craggs Nugent, Earl Nugent","EPIGRAM XIV."
pse03-w0390,"Sarah Fyge Egerton","The Fatality."
glb19-w0580,"William Lisle Bowles","ON LEAVING WINCHESTER SCHOOL. WRITTEN IN THE YEAR 1782."
o5164-w0100,"James Macpherson","TEMORA: AN EPIC POEM."
o3555-w0250,"Anna Laetitia Barbauld  (née Aikin)","ON THE DEATH OF MRS. JENNINGS."
ojg27-w0360,"John Gay","FABLE [35] XXXV. The Barley-mow and the Dung-hill."
oat77-w0400,"Nahum Tate","[Martial] Lib. XI. Epigr. XLIII."
o4688-w0060,"James Macpherson","[FRAGMENT] VI."
cac95-w0020,"Ann Batten Cristall",MORNING.
oat77-w0050,"Nahum Tate","The Search."
peh89-w0300,"Elizabeth Hands (née Herbert)","An ELEGY."
o4987-w0330,"Robert Lloyd","A BALLAD."
par19-w0270,"Ann Radcliffe (née Ward)","THE BUTTER-FLY TO HIS LOVE."
o4987-w0760,"William Dodd","HYMN TO HOPE."
sap09-w0010,"Ambrose Philips","[PASTORAL 01] THE FIRST PASTORAL."
pmc36-w0130,"Mary Chandler","To Mrs. Moor, A Poem on Friendship. Written in 1729."
bhw18-w0340,"Helen Maria Williams","DULCE DOMUM, AN OLD LATIN ODE."
bjb18-w0060,"Joanna Baillie","A CHEERFUL-TEMPERED LOVER'S FAREWELL TO HIS MISTRESS."
o4984-w0190,"John Cunningham","AN ELEGY ON A PILE OF RUINS."
bjb18-w0430,"Joanna Baillie","LINES TO AGNES BAILLIE ON HER BIRTHDAY."
o5280-w0430,"George Monck Berkeley","THE RAPE OF THE WIG. WRITTEN IN THE YEAR 1782."
pba35-w0270,"Mary Barber","To his Grace the Duke of Chandos."
o5280-w0060,"George Monck Berkeley","EPITAPH ON G. R. BERKELEY, ESQ. TO MRS. GEORGE BERKELEY, HIS MOTHER."
pba35-w0620,"Constantia Grierson (née Crawley)","To the Honourable Mrs. Percival, on her desisting from the Bermudan Project."
ppo24-w0110,"John Pomfret","To the Painter, after he had finish'd Dorinda's Picture."
o4741-w0300,"Stephen Duck","On the Marriage of his Serene Highness the Prince of Orange."
bmb97-w0170,"(Mary) Matilda Betham","TO M. I."
o5089-w0620,"Jael Henrietta Pye (née Mendez)","ON MR. WALPOLE's HOUSE AT STRAWBERRY HILL."
o5089-w0270,Anonymous,EPILOGUE.
bsb18-w0090,"Susanna Blamire","THE BOWER OF ELEGANCE. ADDRESSED TO A VERY ACCOMPLISHED WOMAN."
o5156-w0880,"John Hoadly","KAMBROMYOMAXIA: OR THE MOUSE-TRAP; Being a Translation of Mr. HOLDSWORTH'S MUSCIPULA, 1737."
o4985-w0300,"James Scott","HEAVEN. A VISION."
o5156-w0300,"Richard Graves","The Pepper-box and Salt-seller. A FABLE."
o4784-w0530,"Anne Finch (née Kingsmill), countess of Winchilsea","To the NIGHTINGALE."
clc03-w0340,"Lady Mary Chudleigh","To the QUEEN's most Excellent MAJESTY."
o5156-w0750,"James Merrick","The BEARS and BEES. A FABLE."
o5152-w0390,"George Granville, Baron Lansdowne","VERSES written on a Blank Leaf,"
o4784-w0160,"Anne Finch (née Kingsmill), countess of Winchilsea","The SPLEEN.  A Pindarick Poem."
o5125-w0320,"Mary Leapor","SONG to CLOE, playing on her Spinet."
pmp18-w0480,"Matthew Prior","THE LADLE."
o3900-w1040,"Rev. John Wesley","GOD's Greatness. From the same."
pco62-w0010,"Mary Collier","THE Woman's Labour: TO Mr. STEPHEN DUCK."
pjo50-w0220,"Mary Jones","SUBLIME STRAINS. On the Author's walking to visit Stella, in a windy morning, at Privy Garden."
pmp18-w0195,"Matthew Prior","An ODE. Presented to the KING, on his Majesty's Arrival in Holland, AFTER The QUEEN's Death. 1695."
bed98-w0410,"Eliza Day",SONNET.
glb19-w1000,"William Lisle Bowles","DIRGE OF NELSON."
o4267-w0010,"John O'Keeffe","OATLANDS; OR THE TRANSFER OF THE LAUREL. A POEM."
bed98-w0040,"Eliza Day","APPEARANCE AND REALITY."
oar96-w0450,"Elizabeth Rowe (née Singer)","To Madam S— at the Court."
peh89-w0140,"Elizabeth Hands (née Herbert)","A PASTORAL SONG."
o4987-w0170,"Thomas Edwards","SONNET. TO MATTHEW BARNARD."
par19-w0030,"Ann Radcliffe (née Ward)",NIGHT.
bao18-w0080,"Amelia Opie (née Alderson)","THE LUCAYAN'S SONG."
o3776-w0100,"Mark Akenside","ODE X. On LYRIC Poetry."
o4987-w0520,"Tobias Smollett","ODE TO SLEEP."
bhw18-w0100,"Helen Maria Williams","THE MORAI."
bjb18-w0220,"Joanna Baillie",LONDON.
o5157-w0850,"William Whitehead","To Mr. MASON."
pma99-w0190,"Mary Alcock (née Cumberland)","THE CONFINED DEBTOR. A FRAGMENT FROM A PRISON."
bhw18-w0550,"Helen Maria Williams","A HYMN."
bjb18-w0670,"Joanna Baillie","A SONG, WRITTEN FOR AN IRISH MELODY."
o5493-w0010,"Henry Carey","Sally of our Alley."
o3555-w0010,"Anna Laetitia Barbauld  (née Aikin)",CORSICA.
ojg27-w0120,"John Gay","FABLE [11] XI. The Peacock, the Turkey, and Goose."
oat77-w0640,"Nahum Tate","Disswasion of an Aged Friend from Leaving his Retirement."
glb19-w0810,"William Lisle Bowles","ON A LANDSCAPE BY RUBENS."
cac95-w0260,"Ann Batten Cristall","THE ENTHUSIAST. SONGS OF ARLA."
oat77-w0210,"Nahum Tate","The Tear."
bjl92-w0180,"Janet Little (later Richmond)","THE UNFORTUNATE RAMBLER."
glb19-w0390,"William Lisle Bowles","PICTURE OF AN OLD MAN."
pik94-w0050,"Isabella Kelly (née Fordyce)","THE REFORMED MAN OF FASHION, TO HIS FRIEND."
o5153-w0710,"Richard Roderick","The SHEPHERD'S FAREWEL to his LOVE. Being the same ODE."
tgaen-wepmc,"Thomas Gray","[Epitaph on Mrs Clerke]"
o5247-w0070,"Charlotte Lennox (née Ramsay)","TO MONESES Singing."
pye85-w0040,"Ann Yearsley (née Cromartie)","Another VALENTINE. TO ANOTHER PERSON."
o5153-w0340,"Robert Craggs Nugent, Earl Nugent","An EPISTLE."
o5157-w0780,"Edward Littleton","On a SPIDER."
o5154-w0170,"Joseph Warton","The ENTHUSIAST: OR THE LOVER of NATURE. A POEM."
o4739-w0070,"Hannah Cowley (née Parkhouse)","TO DELLA CRUSCA.  THE PEN."
o5156-w1090,"John Hoadly","The COUNTRY PARSON."
o5154-w0520,"David Garrick","Upon a LADY'S EMBROIDERY."
pmt18-w0380,"Mary Tighe (née Blachford)","Hagar in the Desert."
bah18-w0080,"Anne Hunter (née Home)","[BIRTHDAY ODE] TO MY SON AT SCHOOL, AGED 13, JUNE 11."
bed98-w0650,"Eliza Day","HYMN Sung at a Charity Sermon, in Lancaster, on the 22d of January, 1797, for the Blind Asylum, Liverpool."
prc90-w0190,"Rebekah Carmichael (later Hay)","ON THE STUMP OF AN OLD TREE"
oar96-w0240,"Elizabeth Rowe (née Singer)","A POEM Occasioned by the report of the Queens Death."
bed98-w0200,"Eliza Day",SONNET.
o5156-w0140,"William Shenstone","A SIMILE."
o4784-w0770,"Anne Finch (née Kingsmill), countess of Winchilsea","A SONG."
clc03-w0100,"Lady Mary Chudleigh","The Wish."
o5156-w0510,"Henry Fielding","A LETTER to Sir ROBERT WALPOLE."
o4784-w0320,"Anne Finch (née Kingsmill), countess of Winchilsea","The EXECUTOR."
o5454-w0240,"Isaac Watts","SONG XXIV. The Child's Complaint."
o5157-w0041,"Mark Akenside","[Inscription]  II. For a Statue of CHAUCER at WOODSTOCK."
o4986-w0860,Anonymous,"ON LAURA's GRAVE."
o5125-w0160,"Mary Leapor","The Third Chapter of the Wisdom of SOLOMON. From the First to the Sixth Verse."
bse96-w0110,"Anna Seward","SONNET. INVITATION TO A FRIEND."
o3900-w1200,"Rev. Charles Wesley","ACTS ii. 41, &c."
pjo50-w0430,"Mary Jones","The STORY of Jacob and Rachel attempted. To the same."
o5125-w0530,"Mary Leapor","The SACRIFICE. An EPISTLE to CELIA."
pmp18-w0290,"Matthew Prior","VENUS Mistaken."
