id,author,title
pjo50-w0060,"Mary Jones","[From the same Opera.]"
o5155-w0860,"Richard Graves","PANACEA: Or, The Grand RESTORATIVE."
pmp18-w0910,"Matthew Prior","An EPITAPH."
o4985-w0140,Anonymous,"MODERN VIRTUE. A SATIRE."
bsb18-w0680,"Susanna Blamire","I'M TIBBY FOWLER O' THE GLEN."
o4985-w0510,"Richard Hurd","ON THE PEACE OF AIX LA CHAPELLE, MDCCXLVIII."
pba35-w0030,"Mary Barber","The Widow Gordon's Petition To the Right Hon. the Lady Carteret."
o5280-w0220,"George Monck Berkeley","THE BANKS OF ALMOND. (VIDE PENNANT'S TOUR.)"
pba35-w0460,"Mary Barber","An Apology for my Son to his Master, for not bringing an Exercise on the Coronation Day."
o4741-w0140,"Stephen Duck","On a Screen, work'd in Flowers by Her Royal Highness ANNE, Princess of ORANGE."
o5089-w0460,"William Woty",SONG.
o4039-w0070,"Thomas Chatterton","NARVA AND MORED, AN AFRICAN ECLOGUE."
o4198-w0090,"Thomas Chatterton","TO MISS H—L—D. WITH A PRESENT. 1768."
o5089-w0030,"William Collins","AN ODE TO FEAR."
oau90-w0560,"Thomas D'Urfey","A Catch in Three Parts, set by Mr. Hen. Purcel, and taken from the Latin of BUCHANAN."
o4986-w0460,"James Barclay","THE METAMORPHOSE."
o4986-w0030,"William Julius Mickle","KNOWLEDGE: AN ODE."
oau90-w0130,"Thomas D'Urfey","The HEALTH. A Second Movement."
bsb18-w0550,"Susanna Blamire","THE WAEFU' HEART."
o4672-w0020,"Isaac Watts","THE Transcendent Glories OF THE DEITY."
o4985-w0290,"Ralph Schomberg","ODE ON THE REBELLION IN THE YEAR MDCCXLV."
o5156-w0910,"John Hoadly","CHLOE'S unknown Likeness, 1738."
o4672-w0470,"Isaac Watts","TO THE Reverend Mr. B. Rowe."
bsb18-w0100,"Susanna Blamire","THE ADIEU AND RECALL TO LOVE."
o3795-w0090,"William Cowper","THE DIVERTING HISTORY OF JOHN GILPIN, SHEWING HOW HE WENT FARTHER THAN HE INTENDED AND CAME SAFE HOME AGAIN."
o4741-w0290,"Stephen Duck","On Celia's Picture, drawn by Sir Godfrey Kneller."
ppo24-w0080,"John Pomfret","To another Friend under Affliction."
bah18-w0350,"Anne Hunter (née Home)",SONG.
ayo19-w0070,"Edward Young","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night VII. Being the second part of The Infidel Reclaimed: Containing the nature, proof, and importance of immortality."
pcm93-w0270,"Catherine Rebecca Grey, Lady Manners","On the Same."
oar96-w0190,"Elizabeth Rowe (née Singer)","A Paraphrase on the CANTICLES."
prc90-w0240,"Rebekah Carmichael (later Hay)","AN ELEGY"
pba35-w0860,"Mary Barber","To Alexander Pope, Esq; Intreating him to write Verses to the Memory of Thomas, late Earl of Thanet."
o4103-w0030,"Christopher Smart","A MORNING PIECE, OR, AN HYMN for the HAY-MAKERS. ODE I."
bed98-w0580,"Eliza Day",SONG.
o5454-w0190,"Isaac Watts","SONG XIX. Against Swearing, and Cursing, and taking God's Name in vain."
o5152-w0200,"Matthew Green","The SPARROW and DIAMOND. A SONG."
pcc86-w0230,"‘Christian Carstairs’","[OUR Scottish dames for virtue still be fam'd;]"
o4091-w0040,"Hannah Brand","IMITATION OF THE FRENCH HYMN, Quoted in the Spectator, No. 513."
o5155-w0933,"William Shenstone","[Song]  IV. Written in a Collection of Bacchanalian Songs."
o5156-w0290,"Richard Graves","The INVISIBLE."
pmp18-w0140,"Matthew Prior","THE LADY's LOOKING-GLASS."
o5155-w0460,"James Grainger","SOLITUDE. An ODE."
cbu86-w0130,"Robert Burns","THE COTTER'S SATURDAY NIGHT. INSCRIBED TO R. A****, Esq;"
pmp18-w0510,"Matthew Prior","Written in the Nouveaux Interests des Princes de l'Europe."
o5155-w0030,"Gilbert West","EDUCATION. A POEM: IN TWO CANTOS."
glb19-w0040,"William Lisle Bowles","THE TWEED VISITED."
bjl92-w0250,"Janet Little (later Richmond)","ON A VISIT TO MR. BURNS."
prb43-w0010,"Robert Blair","THE GRAVE. A POEM."
glb19-w0410,"William Lisle Bowles","HOUR-GLASS AND BIBLE."
o5164-w0090,"James Macpherson","DAR-THULA: A POEM."
o5157-w0450,"Sir William Yonge","Sir W***** Y*****'s Answer."
o5153-w0090,"George Lyttelton, 1st Baron Lyttelton","ADVICE to a LADY."
pmp18-w1090,"Matthew Prior","An EPISTLE, Desiring the Queen's Picture. Written at Paris, 1714. But left unfinish'd by the sudden News of Her Majesty's Death."
pmt18-w0050,"Mary Tighe (née Blachford)",Sonnet.
pse03-w0200,"Sarah Fyge Egerton","To One who said I must not Love."
pmt18-w0400,"Mary Tighe (née Blachford)","Sonnet Written at Woodstock, in the County of Kilkenny, the Seat of William Tighe. June 30, 1809."
o4987-w0920,"Christopher Smart","ON THE OMNISCIENCE OF THE SUPREME BEING."
bao18-w0350,"Amelia Opie (née Alderson)",[SONG.]
peh89-w0290,"Elizabeth Hands (née Herbert)","OBSERVATION ON THE WORKS of NATURE."
o4984-w0450,"Thomas Warton","NEWMARKET. A SATIRE."
n22cs-w0530,"Charlotte Smith (née Turner)","SONNET [53] LIII. The Laplander. From the Novel of Celestina."
pma99-w0240,"Mary Alcock (née Cumberland)","ON RAILLERY. WRITTEN IN MAY 1781, FOR THE VASE AT BATH-EASTON."
n22cs-w0160,"Charlotte Smith (née Turner)","SONNET [16] XVI. From Petrarch."
o3794-w0200,"William Cowper","On the Burning of LORD MANSFIELD'S Library, together with his MSS. by the Mob, in the Month of June, 1780."
o3913-w0010,"James Boswell","An ELEGY on the Death of an amiable YOUNG LADY."
oat77-w0590,"Nahum Tate","The Choice."
pba35-w1230,"Mary Barber","To a Lady in the Spleen, whom the Author was desir'd to amuse."
o5153-w0771,"Thomas Edwards","SONNET II."
o5152-w0220,"Matthew Green","The SEEKER."
pcc86-w0210,"‘Christian Carstairs’","A BALLAD."
o4091-w0060,"Hannah Brand","TO MISS BRAND."
o4784-w0480,"Anne Finch (née Kingsmill), countess of Winchilsea","[Tasso, Aminta:] Daphne's Answer to Sylvia, declaring she should esteem all as Enemies, who should talk to her of LOVE."
pjo50-w0390,"Mary Jones","RHYMES to the Hon. Miss LOVELACE; now Lady HENRY BEAUCLERK. On her attending Miss CHARLOT CLAYTON In the SMALL-POX."
pmp18-w0160,"Matthew Prior","TO THE AUTHOR OF THE Foregoing PASTORAL."
o5155-w0440,"Sir William Blackstone","The Lawyer's Farewell to his Muse. Written in the Year 1744."
cbu86-w0110,"Robert Burns",HALLOWEEN.
pmp18-w0530,"Matthew Prior","A Passage in the MORIÆ ENCOMIUM of Erasmus Imitated."
o5155-w0010,"Thomas Gray","An ELEGY WRITTEN IN A COUNTRY CHURCH YARD."
o5125-w0290,"Mary Leapor","The APPARITION."
bah18-w0370,"Anne Hunter (née Home)","THE FAREWELL, A SONG."
tgaen-wvsfr,"Thomas Gray","[Verse Fragments]"
ayo19-w0050,"Edward Young","[The Complaint: or, Night-Thoughts on Life, Death & Immortality.] Night V. The Relapse."
pcm93-w0250,"Catherine Rebecca Grey, Lady Manners","On a Child."
prc90-w0260,"Rebekah Carmichael (later Hay)","A SONG"
o4103-w0010,"Christopher Smart","On GOOD-NATURE."
pba35-w0840,"Mary Barber","To Dr. Mead, on his Cape Wine."
pba35-w0790,"Mary Barber","An Epigram on the Battle of the Books."
pdi12-w0140,"William Diaper","[Nereides:] Eclogue XIII."
o5089-w0790,"Charles King","A RECEIPT how to make L'EAU DE VIE. WRITTEN AT THE DESIRE OF A LADY."
oau90-w0540,"Thomas D'Urfey","The Scotch VIRAGO. A SONG Sung to the Queen at Kensington."
o4986-w0440,"James Barclay","THE TULIP AND LILY."
o4986-w0010,"William Julius Mickle","MARY, QUEEN OF SCOTS: AN ELEGY."
oau90-w0110,"Thomas D'Urfey","A PROLOGUE, By way of SATYR, spoke before King CHARLES II. at New-Market."
bsb18-w0570,"Susanna Blamire","WEY, NED, MAN!"
o5156-w0930,"John Hoadly","VERSES said to be fixed on the Gate of the LOUVRE at PARIS. 1751."
o4672-w0450,"Isaac Watts","TO Mr. A. S. and Mr. T. H."
bsb18-w0120,"Susanna Blamire","ADDRESS TO HEALTH. — 1784."
o3794-w0220,"William Cowper","THE LOVE OF THE WORLD REPROVED; OR, HYPOCRISY DETECTED."
o5137-w0010,"Hannah Cowley (née Parkhouse)","THE SCOTTISH VILLAGE: OR, PITCAIRNE GREEN."
cac95-w0190,"Ann Batten Cristall",SONG.
pba35-w1210,"Mary Barber","An Apology to the Earl of Orrery, Dr. Swift, and some others of my Friends, for falling into Tears before them, on my leaving Ireland."
pmc36-w0080,"Mary Chandler","My Own EPITAPH."
bao18-w0370,"Amelia Opie (née Alderson)",[SONG.]
o4987-w0280,"Philip Parsons","ABSENCE. A PASTORAL BALLAD."
o4984-w0470,"Thomas Warton","ON THE MARRIAGE OF KING GEORGE THE THIRD AND QUEEN CHARLOTTE. TO THE QUEEN."
n22cs-w0510,"Charlotte Smith (née Turner)","SONNET [51] LI. Supposed to have been written in the Hebrides. From the Novel of Celestina."
bjb18-w0580,"Joanna Baillie","SONG, WRITTEN FOR AN IRISH AIR."
pma99-w0260,"Mary Alcock (née Cumberland)",HYMN.
n22cs-w0140,"Charlotte Smith (née Turner)","SONNET [14] XIV. From Petrarch."
o4984-w0020,"Charles Emily",DEATH:
o5156-w0121,"William Shenstone","SONG II. The LANDSKIP."
o5157-w0470,"Miss Soper",REPENTANCE.
o5157-w0020,"Mark Akenside","ODE To the Right Honourable FRANCIS Earl of HUNTINGDON. MDCCXLVII."
o3900-w0020,"Rev. Charles Wesley","SOLITUDE. From the Latin."
oab00-w0010,"Sir Richard Blackmore","AN EPISTLE TO Sir Richard Blackmore."
pse03-w0220,"Sarah Fyge Egerton","On being —— tax'd with Symony."
pmt18-w0070,"Mary Tighe (née Blachford)",Sonnet.
o4987-w0900,"Christopher Smart","ON THE ETERNITY OF THE SUPREME BEING."
o5154-w0280,"Soame Jenyns","To a LADY, sent with a Present of Shells and Stones design'd for a GROTTO."
glb19-w0060,"William Lisle Bowles",EVENING.
bjl92-w0270,"Janet Little (later Richmond)","EPISTLE TO NELL, WROTE FROM LOUDOUN CASTLE."
glb19-w0430,"William Lisle Bowles","TO SIR WALTER SCOTT. ON ACCIDENTLY MEETING AND PARTING WITH SIR WALTER SCOTT, WHOM I HAD NOT SEEN FOR MANY YEARS, IN THE STREETS OF LONDON, MAY 1828."
pik94-w0070,"Isabella Kelly (née Fordyce)","TO THE MEMORY OF THE LATE CAPTAIN T. H. ABBOTT.  RESPECTFULLY ADDRESSED TO THE OFFICERS OF THE ARTILLERY."
o5153-w0730,"Richard Roderick",RIDDLE.
o5247-w0050,"Charlotte Lennox (née Ramsay)","AMINTA and DELIA. A PASTORAL."
pye85-w0060,"Ann Yearsley (née Cromartie)","A FRAGMENT."
o5153-w0360,"Robert Craggs Nugent, Earl Nugent","An EPISTLE to Mr. POPE."
o5154-w0150,"Horace Walpole","The BEAUTIES. An EPISTLE to Mr. ECKARDT the PAINTER."
o4739-w0050,"Hannah Cowley (née Parkhouse)","THE FUNERAL."
o5154-w0500,"David Garrick","VERSES written in a Book called, Fables for the Female Sex."
pro75-w0090,"Mary Robinson (née Darby)","A CHARACTER."
o3555-w0030,"Anna Laetitia Barbauld  (née Aikin)","The GROANS of the TANKARD."
o3452-w0020,"Henry Carey","THE BEAU MONDE, OR THE Pleasures of St. JAMES'S. A BALLAD."
ojg27-w0100,"John Gay","FABLE [09] IX. The Bull and the Mastiff."
oat77-w0660,"Nahum Tate","The Challenge."
glb19-w0830,"William Lisle Bowles","STANZAS FOR MUSIC."
cac95-w0240,"Ann Batten Cristall","WRITTEN WHEN THE MIND WAS OPPRESSED."
oat77-w0230,"Nahum Tate","The Parting."
peh89-w0160,"Elizabeth Hands (née Herbert)","On a WEDDING."
o4987-w0150,"Thomas Edwards","SONNET. TO —."
par19-w0010,"Ann Radcliffe (née Ward)","TO THE VISIONS OF FANCY."
o4987-w0500,"Joseph Cockfield","PSALM CXXXVII."
o5156-w1233,"John Hoadly","BOOK III. Ep. 43."
bhw18-w0120,"Helen Maria Williams",SONG.
bjb18-w0200,"Joanna Baillie","TO A CHILD."
n22cs-w0290,"Charlotte Smith (née Turner)","SONNET [29] XXIX. To Miss C****. On being desired to attempt writing a Comedy."
o5157-w0870,"William Mason","ODE. On MELANCHOLY."
bhw18-w0570,"Helen Maria Williams",PARAPHRASE.
bjb18-w0650,"Joanna Baillie","SIR MAURICE. A Ballad."
pba35-w0010,"Constantia Grierson (née Crawley)","To Mrs. Mary Barber, under the Name of Sapphira: Occasion'd by the Encouragement She met with in England, to publish her Poems by Subscription."
o5280-w0200,"George Monck Berkeley","STANZAS WRITTEN AT THE TOMB OF SHAKSPEARE."
pba35-w0440,"Mary Barber","Written for my Son, upon Lady Santry's coming to School, to see her Son, and getting the Scholars a Play-Day."
o4741-w0160,"Stephen Duck","To DEATH. An IRREGULAR ODE."
o5089-w0440,"Samuel Whyte","THE RECANTATION. AN ODE."
o4039-w0050,"Thomas Chatterton","THE HIRLAS,  Translated from the ancient British of OWEN CYFELIOG, Prince of Powys."
o5089-w0010,"William Mason","AN ELEGY, On the DEATH of a LADY. Written in 1760."
o5155-w0840,"Anthony Whistler",SONG.
pmp18-w0930,"Matthew Prior","To Mr. HARLEY. Wounded by Guiscard. 1711."
o4986-w0790,"Joseph Cockfield","EPITAPH ON A SCHOOLFELLOW."
pyl90-w0020,Anonymous,"The Robin's Complaint. Addressed to a Lady."
o4985-w0160,"Thomas Brerewood","SPRING. A PASTORAL BALLAD."
o4985-w0530,"Sir James Marriott","RINALDO AND ARMIDA. TO A LADY SINGING."
o5156-w0160,"William Shenstone","The Beau to the Virtuosos; alluding to a Proposal for the Publication of a Set of BUTTERFLIES."
o4784-w0750,"Anne Finch (née Kingsmill), countess of Winchilsea","JEALOUSY. A SONG."
clc03-w0120,"Lady Mary Chudleigh",FRIENDSHIP.
o5156-w0530,"Stephen Clay","To the DUKE of MARLBOROUGH."
o4784-w0300,"Anne Finch (née Kingsmill), countess of Winchilsea","The Young RAT and his DAM, the COCK and the CAT."
o5454-w0260,"Isaac Watts","SONG XXVI. An EVENING SONG."
o5125-w0140,"Mary Leapor","The FALL of LUCIA."
o4986-w0840,"Arthur Murphy",PROLOGUE.
o3900-w1220,"Rev. Charles Wesley",Another.
pjo50-w0410,"Mary Jones","The FALL."
o5155-w0790,"Henrietta St. John Knight, Lady Luxborough","Written at a Ferme Ornee near Birmingham; August 7th, 1749."
o5125-w0510,"Mary Leapor","The RIVAL BROTHERS."
pjo50-w0040,"Mary Jones","In MEMORY of the Rt. Hon. Lord Aubrey Beauclerk, Who was slain at CARTHAGENA."
bed98-w0670,"Eliza Day","A HYMN IN SICKNESS."
oar96-w0260,"Elizabeth Rowe (née Singer)","Paraphrase on Cant. 5. 6. &c."
bed98-w0220,"Eliza Day",SONNET.
pcm93-w0180,"Catherine Rebecca Grey, Lady Manners","Written at Steephill, in the Isle of Wight, August, M DCC XC."
peh89-w0320,"Elizabeth Hands (née Herbert)","PHILLIS TO DAMON. A SONG."
o4987-w0310,"Frances Brooke (née Moore)","ODE TO FRIENDSHIP."
par19-w0250,"Ann Radcliffe (née Ward)","TO A SEA-NYMPH."
o4987-w0740,"William Dodd","THE AFRICAN PRINCE, NOW IN ENGLAND, TO ZARA AT HIS FATHER'S COURT, WRITTEN IN THE YEAR MDCCXLIX."
sap09-w0030,"Ambrose Philips","[PASTORAL 03] THE THIRD PASTORAL."
pmc36-w0110,"Mary Chandler","To Mrs. Stephens."
bhw18-w0360,"Helen Maria Williams","THE LINNET AND THE CAT."
bjb18-w0040,"Joanna Baillie","ADDRESS TO THE MUSES."
bjb18-w0410,"Joanna Baillie",HYMN.
n22cs-w0480,"Charlotte Smith (née Turner)","SONNET [48] XLVIII. To Mrs. ****."
o5354-w0020,"William Congreve","THE PEASANT in Search of his HEIFER. A TALE, After M. De la Fontaine."
o3555-w0270,"Anna Laetitia Barbauld  (née Aikin)","HYMN II."
ojg27-w0340,"John Gay","FABLE [33] XXXIII. The Courtier and Proteus."
oat77-w0420,"Nahum Tate","On Snow fall'n in Autumn, and dissolv'd by the Sun."
o4688-w0040,"James Macpherson","[FRAGMENT] IV."
oat77-w0070,"Nahum Tate","The Request."
o5164-w0120,"James Macpherson","THE SONGS of SELMA."
o5153-w0570,"Thomas Gray",ODE.
pik94-w0230,"Isabella Kelly (née Fordyce)","ANSWER TO THE SONG OF 'TRUST NOT MAN,' &c."
o5247-w0210,"Charlotte Lennox (née Ramsay)","The DREAM."
o4437-w0010,"Daniel Defoe","THE Double Welcome. A POEM To the Duke of MARLBOROUGH."
o5153-w0120,"George Lyttelton, 1st Baron Lyttelton","DAMON and DELIA.  In Imitation of Horace and Lydia. Written in the Year 1732."
o5154-w0310,"Soame Jenyns","THE MODERN FINE GENTLEMAN. Written in the Year 1746."
o4987-w0890,"John Gerrard","A SONG."
o4739-w0210,"Robert Merry","TO ANNA MATILDA."
o5155-w0641,"Sir James Marriott","Ode VI. Book II. Imitated."
bed98-w0430,"Eliza Day",SONNET.
oar96-w0020,"Elizabeth Rowe (née Singer)","HUMANE LOVE:"
bed98-w0060,"Eliza Day",CHLOE.
glb19-w1020,"William Lisle Bowles","BATTLE OF CORRUNA."
oar96-w0470,"Elizabeth Rowe (née Singer)","A Pastoral Elegy."
o5156-w0320,"Richard Jago","VERSES to WILLIAM SHENSTONE, Esq; On receiving a Gilt Pocket-Book. 1751."
o4784-w0510,"Anne Finch (née Kingsmill), countess of Winchilsea","[Tasso, Aminta:] From the AMINTA of TASSO."
o5156-w0770,"James Merrick","The CAMELION: A FABLE after Monsieur DE LA MOTTE."
o4784-w0140,"Anne Finch (née Kingsmill), countess of Winchilsea","The Poor Man's Lamb: OR, Nathan's Parable to David after the Murder of Uriah, and his Marriage with Bathsheba.  Turn'd into Verse and Paraphras'd."
o5454-w0020,"Isaac Watts","SONG II. Praise for Creation and Providence."
o3868-w0010,"Susanna Centlivre (née Freeman)","AN EPISTLE TO THE King of Sweden, FROM A LADY of GREAT-BRITAIN."
o5125-w0300,"Mary Leapor","The INSPIR'D QUILL. Occasion'd by a Present of CROW-PENS."
o5155-w0180,"Joseph Trapp","VIRGIL's Tomb. NAPLES 1741."
o3900-w1060,"Rev. Charles Wesley","IId HYMN to CHRIST."
pco62-w0030,"Mary Collier","AN EPISTOLARY ANSWER To an Exciseman, Who doubted her being the Author of the Washerwoman's Labour."
cbu86-w0080,"Robert Burns","TO J. S****."
pjo50-w0200,"Mary Jones","To the same. On her parting with the first copy of Heaven, and sending for another."
oau90-w0080,"Thomas D'Urfey","A TRUE TALE OF A True INTRIGUE."
o4986-w0180,"George Keate","PROLOGUE TO THE PLAY OF KING JOHN, ACTED AT MR. NEWCOMB'S, AT HACKNEY, IN MARCH MDCCLXIX."
o4985-w0320,"James Scott","ODE ON PLEASURE."
o4672-w0190,"Isaac Watts","Doubts and Fears SUPPRES'D. PSALM III."
o5280-w0410,"George Monck Berkeley","SONG. SUNG BY A CHORUS OF PEASANTS."
pba35-w0250,"Mary Barber","Written for my Son, to some of the Fellows of the College, who took care of the School in his Master's Absence."
o5280-w0040,"George Monck Berkeley","TO MISS — OF DUBLIN, ON THE DEATH OF HER MOTHER."
omp96-w0010,"Matthew Prior","VERSES Humbly presented to the KING At His Arrival in HOLLAND: After the DISCOVERY Of the late horrid CONSPIRACY Against His most Sacred Person."
pba35-w0600,"Mary Barber","To a Lady, who invited the Author into the Country."
ppo24-w0130,"John Pomfret","On the Marriage of the Earl of A— with the Countess of S—"
o4741-w0320,"Stephen Duck","The ANSWER."
o5089-w0600,Anonymous,"THE WISH."
bmb97-w0150,"(Mary) Matilda Betham","THE COMPLAINT OF FANCY.  To A. R. C."
o4039-w0210,"Thomas Chatterton","A SONG. ADDRESSED TO MISS C—AM OF BRISTOL."
o5089-w0250,Anonymous,"THE ELM AND VINE. A FABLE."
o4986-w0600,"John Hawkesworth","THE MIDSUMMER WISH."
o4986-w0250,"Thomas Gray","THE FATAL SISTERS: AN ODE."
oau90-w0350,"Thomas D'Urfey","The Farmers Daughter, a SONG, set to a Pleasant Scotch Tune."
bsb18-w0730,"Susanna Blamire","O JENNY DEAR, THE WORD IS GANE."
o4672-w0240,"Isaac Watts","LONGING FOR HEAVEN, OR, THE Song of Angels Above."
pcr18-w0060,"George Crabbe","REFLECTIONS UPON THE SUBJECT — —"
o4672-w0610,"Isaac Watts","TO David Polhill Esq"
bsb18-w0360,"Susanna Blamire","THE CHELSEA PENSIONERS."
o3549-w0030,"James Thomson","[The Seasons:] AUTUMN."
o5280-w0390,"George Monck Berkeley","PROLOGUE, SPOKEN BY THE AUTHOR, ON OPENING THE NEW THEATRE AT BLENHEIM, OCTOBER 1787. TO THEIR GRACES THE DUKE AND DUCHESS OF MARLBOROUGH."
bed98-w0830,"Eliza Day","AN EVENING HYMN, IN SICKNESS."
o4182-w0010,"Laetitia Pilkington (née van Lewen)","THE STATUES: OR, THE TRIAL of CONSTANCY"
pba35-w0180,"Mary Barber","Written for my Son in his Sickness, to one of his School fellows."
o5089-w0180,"William Whitehead","VERSES to the People of ENGLAND 1758."
o4198-w0120,"Thomas Chatterton","EPISTLE TO THE REVEREND MR. CATCOTT."
bmb97-w0280,"(Mary) Matilda Betham",FRAGMENT.
bah18-w0130,"Anne Hunter (née Home)","TO THE NIGHTINGALE."
bah18-w0560,"Anne Hunter (née Home)","THE ROUNDELAY."
pcm93-w0010,"Catherine Rebecca Grey, Lady Manners","Albert and Cecilia, a Norman Tale."
prc90-w0020,"Rebekah Carmichael (later Hay)","THE TWA DOWS"
o4103-w0250,"Christopher Smart","The TALKATIVE FAIR. BALLAD IV."
o4784-w0290,"Anne Finch (née Kingsmill), countess of Winchilsea","The EQUIPAGE.  Written Originally in FRENCH by L'Abbé Reigner."
o5152-w0060,"Thomas Tickell","ON THE Death of the Earl of CADOGAN."
pcc86-w0050,"‘Christian Carstairs’","A DREAM."
o5152-w0430,"Philip Dormer Stanhope, 4th Earl of Chesterfield",SONG.
n27tc-w0020,"Thomas Campbell","SPECIMENS OF TRANSLATION FROM MEDEA."
tgaen-wcoub,"Thomas Gray","[Couplet about Birds]"
pmp18-w0320,"Matthew Prior","A LOVER's ANGER."
o5125-w0480,"Mary Leapor","FLORIMELIA, the Second PASTORAL."
o5155-w0600,"Francis Fawkes","A VERNAL ODE. Sent to his Grace the Lord Archbishop of CANTERBURY, March 12, 1754."
cbu86-w0350,"Robert Burns","EPITAPH ON A HENPECKED COUNTRY SQUIRE."
pmp18-w0770,"Matthew Prior","A TRUE MAID."
o5155-w0250,"James Merrick","The BENEDICITE Paraphrased."
glb19-w0220,"William Lisle Bowles","OXFORD REVISITED."
pro75-w0100,"Mary Robinson (née Darby)","ODE to VIRTUE."
bjl92-w0030,"Janet Little (later Richmond)","TO HOPE."
glb19-w0670,"William Lisle Bowles","ON A BEAUTIFUL SPRING, FORMING A COLD BATH, AT COOMBE, NEAR DONHEAD, BELONGING TO MY BROTHER, CHAS. BOWLES, ESQ."
o4106-w0050,"Thomas Parnell",ANACREONTICK.
oac95-w0010,"Colley Cibber","A POEM, [ON THE DEATH OF Our Late Soveraign Lady Queen MARY.]"
o5157-w0630,"John Ellis",Another.
o3900-w0630,"Rev. Charles Wesley","MATTH. V. 3. Blessed are they that mourn."
o5157-w0260,"Nicholas Herbert","VERSES occasioned by seeing a GROTTO built by Nine Sisters."
o3900-w0260,"Rev. Charles Wesley","GRACE after MEAT."
bjb18-w0810,"Joanna Baillie","HYMN FOR THE SCOTCH KIRK."
pmt18-w0230,"Mary Tighe (née Blachford)",Morning.
pse03-w0060,"Sarah Fyge Egerton","The Liberty."
o5154-w0490,"David Garrick","To the Author of the Farmer's Letters, which were written in IRELAND in the Year of the Rebellion, by HENRY BROOKE, Esq; 1745."
pse03-w0430,"Sarah Fyge Egerton","Delia to Phraartes on his Playing Cæsar Borgia."
